Date,Description,Withdrawals,Deposits,Balance,Category
3/22/18,DEBIT CARD PURCHASE   XXXXX1923 EN SU BOCA                RICHMOND    VA,$13.00 ,,$741.15 ,
3/21/18,MOBILE DEPOSIT                       XXXXX0249 ,,$10.92 ,$754.15 ,
3/21/18,MOBILE DEPOSIT                       XXXXX8477 ,,$13.79 ,$743.23 ,
3/21/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$387.46 ,$729.44 ,
3/20/18,N0320 9460 PAYMENT    POS003       1147500 NETFLIX COM              LOS GATOS    CA,$10.99 ,,$341.98 ,
3/20/18,POS PURCHASE          POS47797501  1199905 FARM FRESH               RICHMOND     VA,$53.46 ,,$352.97 ,
3/20/18,DEBIT CARD PURCHASE   XXXXX1923 PANDA EXPRESS #2551       GLEN ALLEN  VA,$11.00 ,,$406.43 ,
3/20/18,DEBIT CARD PURCHASE   XXXXX1923 WENDY'S #196              MIDLOTHIAN  VA,$5.98 ,,$417.43 ,
3/20/18,DEBIT CARD PURCHASE   XXXXX1923 THE MILL ON MACARTHU      XXXXX1196 VA,$21.81 ,,$423.41 ,
3/19/18,POS PURCHASE          POS99999999  4517374 KOHLS 0310 112           GLEN ALLEN   VA,$122.12 ,,$445.22 ,
3/19/18,POS PURCHASE          POS00MM7L40  4517375 7-ELEVEN                 RICHMOND     VA,$2.05 ,,$567.34 ,
3/19/18,ONLINE TRANSFER TO        XXXXX5146 ,"$2,132.54 ",,$569.39 ,
3/19/18,POS PURCHASE          POS47797501  4306535 FARM FRESH               RICHMOND     VA,$13.87 ,,"$2,701.93 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX9460 COLDSTONE #20844          GLEN ALLEN  VA,$12.77 ,,"$2,715.80 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX9460 PANERA BREAD #600770      GLEN ALLEN  VA,$1.99 ,,"$2,728.57 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 PANERA BREAD #600770      GLEN ALLEN  VA,$15.15 ,,"$2,730.56 ",
3/19/18,POS PURCHASE          POS99999999  4306536 BEDBATH&BEYOND           GLEN ALLEN   VA,$232.66 ,,"$2,745.71 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 PETCO 2866    63528665    RICHMOND    VA,$34.74 ,,"$2,978.37 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 CARYTOWN BOUTIQUE SE      RICHMOND    VA,$23.00 ,,"$3,013.11 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *SHOCKOE ESPRESS       RICHMOND    VA,$4.00 ,,"$3,036.11 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 7-ELEVEN 26245            RICHMOND    VA,$2.05 ,,"$3,040.11 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 SUBWAY        03470572    RICHMOND    VA,$2.65 ,,"$3,042.16 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 SUBWAY        03470572    RICHMOND    VA,$23.76 ,,"$3,044.81 ",
3/19/18,DEBIT CARD PURCHASE   XXXXX1923 SUGAR & TWINE             RICHMOND    VA,$7.34 ,,"$3,068.57 ",
3/16/18,CHECK                  175           096671649 ,$90.00 ,,"$3,075.91 ",
3/16/18,CHECK                  174           096671650 ,$90.00 ,,"$3,165.91 ",
3/16/18,ACH CREDIT      XXXXX9268 CARMAX AUTO SUPE PAYROLL,,"$2,976.91 ","$3,255.91 ",
3/14/18,POS PURCHASE          POS47797501  1131703 FARM FRESH               RICHMOND     VA,$5.75 ,,$279.00 ,
3/14/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$279.00 ,$284.75 ,
3/13/18,FUNDS TRANSFER FROM ACCT XXXXX5146 ,,$3.81 ,$5.75 ,
3/13/18,POS PURCHASE          POS99999999  1148900 HOBBYLOBBY 112           GLEN ALLEN   VA,$144.17 ,,$1.94 ,
3/13/18,POS PURCHASE          POS99999999  1148899 HOBBYLOBBY 112           GLEN ALLEN   VA,$29.95 ,,$146.11 ,
3/13/18,ACH DEBIT       XXXXX7606 DOMINION ENERGY  ELEC BILL,$47.68 ,,$176.06 ,
3/13/18,DEBIT CARD PURCHASE   XXXXX9460 PPLBEACHBODY ONDEMAND    XXXXX7870 CA,$39.00 ,,$223.74 ,
3/12/18,POS PURCHASE          POS47797501  4380119 FARM FRESH               RICHMOND     VA,$85.02 ,,$262.74 ,
3/12/18,ACH WEBSINGLE  XXXXX8649 VENMO            PAYMENT,$40.00 ,,$347.76 ,
3/12/18,ACH WEBSINGLE  XXXXX7364 VENMO            PAYMENT,$115.00 ,,$387.76 ,
3/12/18,DEBIT CARD PURCHASE   XXXXX1923 FIREBIRDS RICHMOND        RICHMOND    VA,$57.52 ,,$502.76 ,
3/12/18,POS PURCHASE          POS09718210  4380120 FOR THE LOVE O           RICHMOND     VA,$12.72 ,,$560.28 ,
3/12/18,ONLINE TRANSFER TO        XXXXX5146 ,"$1,004.86 ",,$573.00 ,
3/12/18,POS PURCHASE          POS18894001  4380118 PETCO 2866               RICHMOND     VA,$8.41 ,,"$1,577.86 ",
3/12/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$155.00 ,"$1,586.27 ",
3/9/18,POS PURCHASE          POS00MM7L40  1409883 7-ELEVEN                 RICHMOND     VA,$3.58 ,,"$1,431.27 ",
3/9/18,ACH CREDIT      XXXXX2198AEA PAPER SOURCE     DIRECT DEP,,$732.79 ,"$1,434.85 ",
3/8/18,DEBIT CARD PURCHASE   XXXXX1923 ADOBE SYSTEMS INC       XXXXX6687 CA,$9.99 ,,$702.06 ,
3/7/18,POS PURCHASE          POS002       1173575 MICHAELS STORE           MIDLOTHIAN   VA,$22.10 ,,$712.05 ,
3/7/18,POS PURCHASE          POS08994207  1173576 PETSMART # 067           CHESTERFIELD VA,$18.94 ,,$734.15 ,
3/7/18,POS PURCHASE          POS99999999  1173574 TARGET T-1041            RICHMOND     VA,$15.78 ,,$753.09 ,
3/7/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *HAPPY EMPANADA        RICHMOND    VA,$12.80 ,,$768.87 ,
3/6/18,DEBIT CARD PURCHASE   XXXXX9460 REDBOX *DVD RENTAL        OAKBROOK TE IL,$1.59 ,,$781.67 ,
3/5/18,DEBIT CARD PURCHASE   XXXXX1923 CLEMENTINE                RICHMOND    VA,$14.74 ,,$783.26 ,
3/5/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *GOATOCADO             RICHMOND    VA,$11.00 ,,$798.00 ,
3/5/18,DEBIT CARD PURCHASE   XXXXX9460 STARBUCKS OMNI RICHMON    RICHMOND    VA,$4.74 ,,$809.00 ,
3/5/18,ACH CREDIT      XXXXX9372 VA DEPT TAXATION VASTTAXRFD,,$420.00 ,$813.74 ,
3/2/18,CHECK                  173           096262059 ,$90.00 ,,$393.74 ,
3/2/18,ONLINE TRANSFER TO        XXXXX5146 ,"$2,665.62 ",,$483.74 ,
3/2/18,POS PURCHASE          POS69465903  1442835 TRADER JOE'S #           GLEN ALLEN   VA,$35.40 ,,"$3,149.36 ",
3/2/18,POS PURCHASE          POS47797501  1377559 FARM FRESH               RICHMOND     VA,$17.70 ,,"$3,184.76 ",
3/2/18,POS PURCHASE          POS09744458  1442836 FOR THE LOVE O           RICHMOND     VA,$2.64 ,,"$3,202.46 ",
3/2/18,DEBIT CARD PURCHASE   XXXXX1923 Etsy Inc Seller Fees      XXXXX7955 NY,$0.60 ,,"$3,205.10 ",
3/2/18,ACH CREDIT      XXXXX9268 CARMAX AUTO SUPE PAYROLL,,"$3,046.06 ","$3,205.70 ",
3/1/18,POS PURCHASE          POS47797501  1335351 FARM FRESH               RICHMOND     VA,$21.03 ,,$159.64 ,
3/1/18,ACH WEB-RECUR   5VMM44 AMERICAN CIGAR   WEB PMTS,"$1,604.87 ",,$180.67 ,
3/1/18,DEBIT CARD PURCHASE   XXXXX9460 SOUTHERN RAILWAY TAPHO    RICHMOND    VA,$6.46 ,,"$1,785.54 ",
2/26/18,ONLINE TRANSFER TO        XXXXX5146 ,$355.48 ,,"$1,792.00 ",
2/26/18,POS PURCHASE          POS47797501  4166744 FARM FRESH               RICHMOND     VA,$6.88 ,,"$2,147.48 ",
2/26/18,POS PURCHASE          POS47797501  4166743 FARM FRESH               RICHMOND     VA,$58.64 ,,"$2,154.36 ",
2/26/18,POS PURCHASE          POS05363443  4369734 TSHIRT STUDIO            RICHMOND     VA,$10.48 ,,"$2,213.00 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX9460 CKE*CARYTOWN ENTERTA 2    RICHMOND    VA,$44.62 ,,"$2,223.48 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX9460 AUTOGLASSNOW #42          RICHMOND    VA,$162.45 ,,"$2,268.10 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX1923 JIMMY JOHNS - 2555        RICHMOND    VA,$8.85 ,,"$2,430.55 ",
2/26/18,POS PURCHASE          POS27181201  4166742 MALVERN BP               RICHMOND     VA,$1.49 ,,"$2,439.40 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX9460 HIGH POINT BARBER SHOP    RICHMOND    VA,$40.00 ,,"$2,440.89 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX9460 CITYPARKING INC          XXXXX3353 VA,$3.50 ,,"$2,480.89 ",
2/26/18,DEBIT CARD PURCHASE   XXXXX9460 SMOOTHIE KING #446        RICHMOND    VA,$14.11 ,,"$2,484.39 ",
2/26/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$9.00 ,"$2,498.50 ",
2/23/18,CHECK                  172           096113166 ,$90.00 ,,"$2,489.50 ",
2/23/18,DEBIT CARD PURCHASE   XXXXX9460 FAT DRAGON                RICHMOND    VA,$30.49 ,,"$2,579.50 ",
2/23/18,ACH CREDIT      XXXXX3651AEA PAPER SOURCE     DIRECT DEP,,$641.61 ,"$2,609.99 ",
2/22/18,POS PURCHASE          POS47797501  1133219 FARM FRESH               RICHMOND     VA,$9.55 ,,"$1,968.38 ",
2/22/18,DEBIT CARD PURCHASE   XXXXX1923 PANERA BREAD #763         MIDLOTHIAN  VA,$13.08 ,,"$1,977.93 ",
2/20/18,N0220 9460 PAYMENT    POS003       5112839 NETFLIX COM              LOS GATOS    CA,$10.99 ,,"$1,991.01 ",
2/20/18,ACH WEBSINGLE  XXXXX8420 VENMO            PAYMENT,$240.00 ,,"$2,002.00 ",
2/20/18,ONLINE TRANSFER TO        XXXXX5146 ,$941.86 ,,"$2,242.00 ",
2/20/18,POS PURCHASE          POS01051122  5362379 KROGER                   RICHMOND     VA,$89.29 ,,"$3,183.86 ",
2/20/18,POS PURCHASE          POS47797501  5362378 FARM FRESH               RICHMOND     VA,$15.43 ,,"$3,273.15 ",
2/20/18,POS PURCHASE          POS01050411  5362380 KROGER                   RICHMOND     VA,$5.30 ,,"$3,288.58 ",
2/20/18,DEBIT CARD PURCHASE   XXXXX1923 MARY ANGELAS PIZZERIA     RICHMOND    VA,$16.74 ,,"$3,293.88 ",
2/20/18,DEBIT CARD PURCHASE   XXXXX1923 SUBWAY        03470572    RICHMOND    VA,$16.77 ,,"$3,310.62 ",
2/20/18,MOBILE DEPOSIT                       XXXXX1698 ,,$60.00 ,"$3,327.39 ",
2/20/18,ONLINE TRANSFER FROM      XXXXX5154 ,,$240.00 ,"$3,267.39 ",
2/16/18,CHECK                  171           096288350 ,$90.00 ,,"$3,027.39 ",
2/16/18,DEBIT CARD PURCHASE   XXXXX1923 USPS PO XXXXX0125        MPOSRICHMO VA,$21.40 ,,"$3,117.39 ",
2/16/18,DEBIT CARD PURCHASE   XXXXX1923 STELLA`S GROCERY          RICHMOND    VA,$2.78 ,,"$3,138.79 ",
2/16/18,ACH CREDIT      XXXXX9268 CARMAX AUTO SUPE PAYROLL,,"$3,046.06 ","$3,141.57 ",
2/15/18,POS PURCHASE          POS47797501  1196385 FARM FRESH               RICHMOND     VA,$13.46 ,,$95.51 ,
2/15/18,DEBIT CARD PURCHASE   XXXXX1923 SMOOTHIE KING #446        RICHMOND    VA,$5.55 ,,$108.97 ,
2/15/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$21.40 ,$114.52 ,
2/14/18,POS PURCHASE          POS01050412  1349873 KROGER                   RICHMOND     VA,$16.86 ,,$93.12 ,
2/14/18,ACH WEBSINGLE  XXXXX0078 VENMO            PAYMENT,$32.00 ,,$109.98 ,
2/13/18,POS PURCHASE          POS47797501  1183967 FARM FRESH               RICHMOND     VA,$69.07 ,,$141.98 ,
2/13/18,DEBIT CARD PURCHASE   XXXXX1923 INSOMNIA COOKIES - RIC    RICHMOND    VA,$9.27 ,,$211.05 ,
2/12/18,ACH WEBSINGLE  XXXXX6654 VENMO            PAYMENT,$970.00 ,,$220.32 ,
2/12/18,ONLINE TRANSFER TO        XXXXX5146 ,$384.01 ,,"$1,190.32 ",
2/12/18,POS PURCHASE          POS47797501  3956436 FARM FRESH               RICHMOND     VA,$4.71 ,,"$1,574.33 ",
2/12/18,DEBIT CARD PURCHASE   XXXXX1923 SWEET FROG 106201         RICHMOND    VA,$3.28 ,,"$1,579.04 ",
2/12/18,ONLINE TRANSFER FROM      XXXXX5154 ,,$970.00 ,"$1,582.32 ",
2/9/18,CHECK                  170           096339569 ,$90.00 ,,$612.32 ,
2/9/18,CHECK                  168           096339570 ,$90.00 ,,$702.32 ,
2/9/18,POS PURCHASE          POS09126386  1354706 PAPER SOURCE C           RICHMOND     VA,$21.08 ,,$792.32 ,
2/9/18,DEBIT CARD PURCHASE   XXXXX9460 CHICK-FIL-A  #00096       RICHMOND    VA,$7.27 ,,$813.40 ,
2/9/18,DEBIT CARD PURCHASE   XXXXX9460 FIRE BURGER AND PANINI    HENRICO     VA,$12.50 ,,$820.67 ,
2/9/18,DEBIT CARD PURCHASE   XXXXX1923 ADOBE SYSTEMS INC       XXXXX6687 CA,$9.99 ,,$833.17 ,
2/9/18,ACH CREDIT      XXXXX6399AEA PAPER SOURCE     DIRECT DEP,,$590.39 ,$843.16 ,
2/8/18,ACH DEBIT       XXXXX7606 DOMINION ENERGY  ELEC BILL,$44.08 ,,$252.77 ,
2/8/18,POS PURCHASE          POS69465905  1059692 TRADER JOE'S #           GLEN ALLEN   VA,$3.27 ,,$296.85 ,
2/8/18,POS PURCHASE          POS69465905  1059693 TRADER JOE'S #           GLEN ALLEN   VA,$87.17 ,,$300.12 ,
2/8/18,POS PURCHASE          POS06576179  1059694 BEST BUY #423            GLEN ALLEN   VA,$72.99 ,,$387.29 ,
2/8/18,DEBIT CARD PURCHASE   XXXXX1923 JEAN JACQUEZ BAKERY       RICHMOND    VA,$6.88 ,,$460.28 ,
2/8/18,DEBIT CARD PURCHASE   XXXXX9460 AMAZON MKTPLACE PMTS      AMZN.COM/BI WA,$52.84 ,,$467.16 ,
2/8/18,DEBIT CARD PURCHASE   XXXXX1923 NY DELI                   RICHMOND    VA,$16.00 ,,$520.00 ,
2/8/18,ONLINE TRANSFER FROM      XXXXX5146 ,,$125.00 ,$536.00 ,
2/5/18,ONLINE TRANSFER TO        XXXXX5146 ,"$2,446.23 ",,$411.00 ,
2/5/18,POS PURCHASE          POS01050914  4200471 KROGER                   RICHMOND     VA,$23.27 ,,"$2,857.23 ",
2/5/18,POS PURCHASE          POS01050914  4200470 KROGER                   RICHMOND     VA,$21.29 ,,"$2,880.50 ",
2/5/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *BEV'S HOMEMADE        RICHMOND    VA,$11.84 ,,"$2,901.79 ",
2/5/18,DEBIT CARD PURCHASE   XXXXX9460 NY DELI                   RICHMOND    VA,$30.37 ,,"$2,913.63 ",
2/5/18,POS PURCHASE          POS09718210  4200472 FOR THE LOVE O           RICHMOND     VA,$12.06 ,,"$2,944.00 ",
2/2/18,CHECK                  169           096244328 ,$90.00 ,,"$2,956.06 ",
2/2/18,POS PURCHASE          POS07828000  1393501 ULTA #404                GLEN ALLEN   VA,$18.94 ,,"$3,046.06 ",
2/2/18,POS PURCHASE          POS69465906  1393499 TRADER JOE'S #           GLEN ALLEN   VA,$55.53 ,,"$3,065.00 ",
2/2/18,POS PURCHASE          POS99999999  1393500 HOBBYLOBBY 112           GLEN ALLEN   VA,$13.81 ,,"$3,120.53 ",
2/2/18,DEBIT CARD PURCHASE   XXXXX1923 SMOOTHIE KING #446        RICHMOND    VA,$2.08 ,,"$3,134.34 ",
2/2/18,DEBIT CARD PURCHASE   XXXXX1923 Etsy Inc Seller Fees      XXXXX7955 NY,$0.40 ,,"$3,136.42 ",
2/2/18,ACH CREDIT      XXXXX9268 CARMAX AUTO SUPE PAYROLL,,"$3,046.06 ","$3,136.82 ",
2/1/18,FUNDS TRANSFER FROM ACCT XXXXX5146 ,,$8.15 ,$90.76 ,
2/1/18,ACH WEB-RECUR   4SDM24 AMERICAN CIGAR   WEB PMTS,"$1,612.72 ",,$82.61 ,
2/1/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *10                    Richmond    VA,$6.28 ,,"$1,695.33 ",
2/1/18,POS PURCHASE          POS01507001  1159759 WAWA 8603                RICHMOND     VA,$1.05 ,,"$1,701.61 ",
2/1/18,POS PURCHASE          POS01507001  1159758 WAWA 8603                RICHMOND     VA,$34.53 ,,"$1,702.66 ",
1/31/18,DEBIT CARD PURCHASE   XXXXX1923 URBAN FARMHOUSE           RICHMOND    VA,$2.16 ,,"$1,737.19 ",
1/31/18,DEBIT CARD PURCHASE   XXXXX9460 URBAN FARMHOUSE           RICHMOND    VA,$7.28 ,,"$1,739.35 ",
1/31/18,DEBIT CARD PURCHASE   XXXXX9460 CITY DOGS                 RICHMOND    VA,$14.20 ,,"$1,746.63 ",
1/31/18,DEBIT CARD PURCHASE   XXXXX9460 DNHGODADDYCOM           XXXXX8855 AZ,$15.17 ,,"$1,760.83 ",
1/31/18,DEBIT CARD PURCHASE   XXXXX9460 CITY DOGS                 RICHMOND    VA,$9.62 ,,"$1,776.00 ",
1/30/18,DEBIT CARD PURCHASE   XXXXX1923 JIMMY JOHNS - 2555        RICHMOND    VA,$10.52 ,,"$1,785.62 ",
1/30/18,DEBIT CARD PURCHASE   XXXXX9460 RAISING CANES - AZ1       PHOENIX     AZ,$16.01 ,,"$1,796.14 ",
1/29/18,ONLINE TRANSFER TO        XXXXX5146 ,$426.82 ,,"$1,812.15 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX9460 SQ *COLD STONE CREA       PHOENIX     AZ,$23.14 ,,"$2,238.97 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX1923 CLEMENTINE                RICHMOND    VA,$12.64 ,,"$2,262.11 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX1923 SQ *LUXOR VINTAGE CLOT    Richmond    VA,$17.90 ,,"$2,274.75 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX9460 STARBUCKS B/C PHL         PHILADELPHI PA,$13.87 ,,"$2,292.65 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX1923 SMOOTHIE KING #446        RICHMOND    VA,$5.57 ,,"$2,306.52 ",
1/29/18,DEBIT CARD PURCHASE   XXXXX9460 RICHMOND AIRPORT          RICHMOND    VA,$16.01 ,,"$2,312.09 ",
